Data_Source,phcf_uuid,edrpou,phcf_title,care_type_en,care_type_uk,sdps,email,website,phone,owner_name,address,lat,lng,Admin1_Pcode,Admin1_Name,Admin2_Pcode,Admin2_Name,Admin3_Pcode,Admin3_Name,Admin4_Pcode,Admin4_Name,edrpou_raw,gov_type,Trained,Kobo_Trained
NHSU Dataset,9f430fa9-579b-4b63-b300-bdd6ab5f693d,ID_02004189,КНП ВІНЬКОВЕЦЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ ВІНЬКОВЕЦЬКОЇ СЕЛИЩНОЇ РАДИ ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ,Specialized,Спеціалізована,,vin-crl@ukr.net,,tel:3.80385E+11,Ковальський Сергій Валентинович,"Україна, 32500, Хмельницька обл., Хмельницький р-н, селище міського типу Віньківці(з), вул.Центральна, будинок 6",49.036167,27.230058,UA68,Khmelnytska,UA6804,Khmelnytskyi,UA6804005,Vinkovetska,UA6804005001,Vinkivtsi,2004189,public,0,
NHSU Dataset,9f6f1074-b7c2-4303-b1a5-4570725ca15a,ID_33761466,ПРИВАТНЕ ПІДПРИЄМСТВО МІЛАМЕД,Primary,Первинна,,mcmilamed.ua@gmail.com,,tel:3.80674E+11,Четвертак Людмила Сабіровна,"Україна, 29019, Хмельницька обл., Хмельницький р-н, місто Хмельницький, вул.Нижня  Берегова, будинок 2/2-Б, квартира 5",49.439418,26.974252,UA68,Khmelnytska,UA6804,Khmelnytskyi,UA6804047,Khmelnytska,UA6804047001,Khmelnytskyi,33761466,public,0,
NHSU Dataset,9f8454ce-da5b-4990-970f-5301978fccfc,ID_42069777,КНП МИКОЛАЇВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МИКОЛАЇВСЬКОЇ СІЛЬСЬКОЇ РАДИ,Primary,Первинна,,cpmsd.motg@gmail.com,,tel:3.80666E+11,Данильченко Альбіна Костянтинівна,"Україна, 52744, Дніпропетровська обл., Синельниківський р-н, село Миколаївка, Миколаївська ТГ, вул.Шкільна, будинок 9",48.391894,36.296965,UA12,Dnipropetrovska,UA1214,Synelnykivskyi,UA1214017,Mykolaivska,UA1214017001,Mykolaivka,42069777,public,0,
NHSU Dataset,9f90393f-c48a-440a-b928-aa6d48baf046,ID_03338126,КНП СУМСЬКОЇ ОБЛАСНОЇ РАДИ ОБЛАСНА ДИТЯЧА КЛІНІЧНА ЛІКАРНЯ,Specialized,Спеціалізована,,sodklsekretar@gmail.com,,"tel:+380668616949, +380542780901",Змисля Ігор Федорович,"Україна, 40031, Сумська обл., місто Суми, вул.Ковпака, будинок 22",50.944397,34.759557,UA59,Sumska,UA5908,Sumskyi,UA5908027,Sumska,UA5908027001,Sumy,3338126,public,0,
NHSU Dataset,9fa32d16-2e23-405c-bdba-2f731ed0ae76,ID_05484126,КНП ВІННИЦЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №1,Specialized,Спеціалізована,,vin_mkl1@ukr.net,,"tel:+380672647289, +380432560317",Банах Олександр Леонідович,"Україна, 21029, Вінницька обл., Вінницький р-н, місто Вінниця, Хмельницьке шосе, будинок 96",49.236561,28.4135,UA05,Vinnytska,UA0502,Vinnytskyi,UA0502003,Vinnytska,UA0502003001,Vinnytsia,5484126,public,0,
NHSU Dataset,9fcb82c8-6d7e-44cf-9b6c-9b089fcb4c95,ID_42519264,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ СІ ЕС ДІ ЛАБ,Primary,Первинна,,nszy.pervunka@csd.com.ua,,tel:3.80673E+11,Головко Віктор Миколайович,"Україна, 03022, місто Київ, ВУЛИЦЯ ВАСИЛЬКІВСЬКА, будинок 45",50.393839,30.491679,UA80,Kyiv,UA8000,Kyiv,UA8000000,Kyiv,UA8000000000,Kyiv,42519264,public,0,
NHSU Dataset,9fedf6a5-5578-4bf1-81d3-81c4ba5b1aa2,ID_36761597,КНП ДОБРОСИНСЬКО-МАГЕРІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ДОБРОСИНСЬКО-МАГЕРІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ЛЬВІВСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ,Primary,Первинна,,magerivcpmsd1953@gmail.com,,tel:3.80978E+11,Шевців Ігор Євгенович,"Україна, 80327, Львівська обл., Львівський р-н, селище міського типу Магерів(з), вул.Яворівська, будинок 3",50.104626,23.69751,UA46,Lvivska,UA4606,Lvivskyi,UA4606011,Dobrosynsko-Maherivska,UA4606011002,Maheriv,36761597,public,0,
NHSU Dataset,a00bd2f7-08dd-435a-bc13-7d4dd68ed16e,ID_38548802,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ВОЛОВЕЦЬКОЇ СЕЛИЩНОЇ РАДИ,Primary,Первинна,,vol.rcpmsd@ukr.net,,tel:3.80314E+11,Качур Валерій Степанович,"Україна, 89100, Закарпатська обл., Мукачівський р-н, селище міського типу Воловець(з), вул.Карпатська, будинок 23",48.714828,23.179495,UA21,Zakarpatska,UA2104,Mukachivskyi,UA2104005,Volovetska,UA2104005001,Volovets,38548802,public,0,
NHSU Dataset,a00c5b6d-7b8a-4ebb-a136-c6872beb2d8d,ID_01280800,КП КРИВОРІЗЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ НОВОПІЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ,Specialized,Спеціалізована,,yaremenkovvdirektor@gmail.com,,tel:3.80687E+11,Яременко Валерій Валерійович,"Україна, 53003, Дніпропетровська обл., Криворізький р-н, село Новомайське, ВУЛИЦЯ ВИШНЕВА, будинок 1А",47.976437,33.533885,UA12,Dnipropetrovska,UA1206,Kryvorizkyi,UA1206025,Novopilska,UA1206025025,Novomaiske,1280800,public,0,
NHSU Dataset,a02d8734-027c-4ebd-8b89-2151b5e859b8,ID_38107156,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ БАРАНІВСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,barcpmsd@gmail.com,,tel:3.80414E+11,Осіпчук Віктор Васильович,"Україна, 12700, Житомирська обл., Баранівський р-н, місто Баранівка, ВУЛИЦЯ ЗВЯГЕЛЬСЬКА, будинок 66",50.295454,28.67859,UA18,Zhytomyrska,UA1808,Zviahelskyi,UA1808001,Baranivska,UA1808001001,Baranivka,38107156,public,0,
NHSU Dataset,a02f260a-966b-425a-ba40-28e83079d3d6,ID_38418088,КНП КРАСИЛІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ КРАСИЛІВСЬКОЇ МІСЬКОЇ РАДИ ХМЕЛЬНИЦЬКОГО РАЙОНУ ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ,Primary,Первинна,,zvit2020kras.cpmsd@gmail.com,,tel:3.80386E+11,Ватажук Олег Михайлович,"Україна, 31000, Хмельницька обл., Хмельницький р-н, місто Красилів, вул.Центральна, будинок 32",49.660044,26.972557,UA68,Khmelnytska,UA6804,Khmelnytskyi,UA6804021,Krasylivska,UA6804021001,Krasyliv,38418088,public,0,
NHSU Dataset,a061ad72-35be-4c96-9886-d7cbee5213c3,ID_43885045,ПРИВАТНЕ ПІДПРИЄМСТВО ІНМЕДИКО,Primary,Первинна,,avinmed@ukr.net,,tel:3.80976E+11,Федоров Олександр Сергійович,"Україна, 69001, Запорізька обл., місто Запоріжжя, б.Шевченка, будинок 64/  вул. Дунайська, будинок 27   , приміщення 21",47.839857,35.164784,UA23,Zaporizka,UA2306,Zaporizkyi,UA2306007,Zaporizka,UA2306007001,Zaporizhzhia,43885045,public,0,
NHSU Dataset,a0628ab7-e7c2-4631-af3a-c6373db7a75b,ID_42428188,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПРИЛІСНЕНСЬКОЇ СІЛЬСЬКОЇ РАДИ,Specialized,Спеціалізована,,prylisne_pmsd@ukr.net,,tel:3.80688E+11,Приходько Анатолій Васильович,"Україна, 44614, Волинська обл., Камінь-Каширський р-н, село Прилісне, вул.Сойне, будинок 6А",51.374305,25.528187,UA07,Volynska,UA0704,Kamin-Kashyrskyi,UA0704007,Prylisnenska,UA0704007001,Prylisne,42428188,public,0,
NHSU Dataset,a086b06a-f128-4626-b8c4-b8625b4bfef6,ID_01987907,КП ВІЛЬНОГІРСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ ВІЛЬНОГІРСЬКОЇ МІСЬКОЇ РАДИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ,Specialized,Спеціалізована,,volnogorsklpu@ukr.net,,tel:3.80689E+11,Яцевич Ігор Володимирович,"Україна, 51700, Дніпропетровська обл., місто Вільногірськ, ВУЛИЦЯ ІМ.Ю.М.УСТЕНКА, будинок 72",48.488006,34.001381,UA12,Dnipropetrovska,UA1204,Kamianskyi,UA1204009,Vilnohirska,UA1204009001,Vilnohirsk,1987907,public,0,
NHSU Dataset,a08ec283-1b53-4b24-afae-4667904f6574,ID_25761556,БЛАГОДІЙНА ОРГАНІЗАЦІЯ СВІТЛО НАДІЇ,Primary,Первинна,,mentalhubplt@gmail.com,,tel:3.80508E+11,Бондаренко Марія Павлівна,"Україна, 36039, Полтавська обл., місто Полтава, пров.Шеметів Братів, будинок 17А",49.575066,34.545034,UA53,Poltavska,UA5308,Poltavskyi,UA5308037,Poltavska,UA5308037001,Poltava,25761556,public,0,
NHSU Dataset,a0c39d7a-e75b-4b84-af22-20113c0e089f,ID_02012125,ДЕРЖАВНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО УКРАЇНСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ РЕАБІЛІТАЦІЇ ТА КУРОРТОЛОГІЇ МІНІСТЕРСТВА ОХОРОНИ ЗДОРОВ'Я УКРАЇНИ,Primary,Первинна,,mrik.odessa@gmail.com,,tel:3.80487E+11,Бабов Костянтин Дмитрович,"Україна, 65014, Одеська обл., місто Одеса, пров.Джевецького, будинок 6",46.471877,30.75413,UA51,Odeska,UA5110,Odeskyi,UA5110027,Odeska,UA5110027001,Odesa,2012125,public,0,
NHSU Dataset,a0c8a7d6-cc95-42ae-a40e-2906f7201480,ID_42274953,КНП АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ - 1 ГРАБОВЕЦЬКО-ДУЛІБІВСЬКОЇ СІЛЬСЬКОЇ РАДИ СТРИЙСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ,Primary,Первинна,,ambulanc_otg@ukr.net,,tel:3.80509E+11,Лесишин Леся Богданівна,"Україна, 82436, Львівська обл., Стрийський р-н, село Конюхів, вул.Гасина О., будинок 108 Б",49.210006,23.757859,UA46,Lvivska,UA4610,Stryiskyi,UA4610003,Hrabovetsko-Dulibivska,UA4610003008,Koniukhiv,42274953,public,0,
NHSU Dataset,a0d6758c-c85e-4b57-8706-762eb4f0b520,ID_43995872,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ НОВОПОКРОВСЬКОЇ СЕЛИЩНОЇ РАДИ ЧУГУЇВСЬКОГО РАЙОНУ ХАРКІВСЬКОЇ ОБЛАСТІ,Primary,Первинна,,knpmedcentr@ukr.net,,tel:3.80952E+11,Ємець Людмила Володимирівна,"Україна, 63521, Харківська обл., Чугуївський р-н, село Тернова, вул.Центральна, будинок 16",49.815856,36.420253,UA63,Kharkivska,UA6314,Chuhuivskyi,UA6314007,Novopokrovska,UA6314007009,Ternova,43995872,public,0,
NHSU Dataset,a12ee3ab-fdb6-4cec-8958-857ae54a7c86,ID_44022699,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ АРК КРІО,Specialized,Спеціалізована,,info@art-ivf.com,,"tel:+380503880513, +380503880513",Семчишин Роксолана Олександрівна,"Україна, 79019, Львівська обл., місто Львів, вул.Гайдамацька, будинок 2, корпус Б, --",49.852624,24.028843,UA46,Lvivska,UA4606,Lvivskyi,UA4606025,Lvivska,UA4606025001,Lviv,44022699,public,0,
NHSU Dataset,a1385173-0881-4ab1-9012-0e5fed589cb4,ID_38195242,КНП ДЕРАЖНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ДЕРАЖНЯНСЬКОЇ МІСЬКОЇ РАДИ ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ,Primary,Первинна,,dcpmsh@ukr.net,,tel:3.80673E+11,Затворніцький Михайло Григорович,"Україна, 32200, Хмельницька обл., Хмельницький р-н, місто Деражня, вул.Подільська, будинок 1",49.271163,27.422989,UA68,Khmelnytska,UA6804,Khmelnytskyi,UA6804015,Derazhnianska,UA6804015001,Derazhnia,38195242,public,0,
NHSU Dataset,a1408ac5-1fb1-4d5a-b192-5e8f13e1f23a,ID_22648032,КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ №7 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,khmkl.7@ukr.net,,tel:3.80577E+11,Головінова Ірина Іванівна,"Україна, 61176, Харківська обл., місто Харків, САЛТІВСЬКЕ ШОСЕ, будинок 266",49.986823,36.361021,UA63,Kharkivska,UA6312,Kharkivskyi,UA6312027,Kharkivska,UA6312027001,Kharkiv,22648032,public,0,
NHSU Dataset,a162702b-df06-4e9b-9b6f-a85f318f99f1,ID_42075445,КНП МИРГОРОДСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МИРГОРОДСЬКОЇ МІСЬКОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ,Primary,Первинна,,myrgorod-misk.pmsd@ukr.net,,tel:3.80536E+11,Фошин Олександр Леонідович,"Україна, 37600, Полтавська обл., місто Миргород, ВУЛИЦЯ СТАРОСВІТСЬКА , будинок 22/5",49.961302,33.604657,UA53,Poltavska,UA5306,Myrhorodskyi,UA5306023,Myrhorodska,UA5306023001,Myrhorod,42075445,public,0,
NHSU Dataset,a16f98ab-c998-4195-8db3-aacc9db5c0e4,ID_41823453,КНП ПОПІЛЬНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПОПІЛЬНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ,Primary,Первинна,,popilnia.ehealth@ukr.net,,tel:3.80974E+11,Боровський Петро Андрійович,"Україна, 13501, Житомирська обл., Житомирський р-н, селище міського типу Попільня(з), вул.Київська, будинок 40",49.948814,29.446651,UA18,Zhytomyrska,UA1804,Zhytomyrskyi,UA1804039,Popilnianska,UA1804039001,Popilnia,41823453,public,0,
NHSU Dataset,a18669f0-3660-4e56-9f16-5529c470ab35,ID_21157390,КНП ТЕРНОПІЛЬСЬКЕ ОБЛАСНЕ ПАТОЛОГОАНАТОМІЧНЕ БЮРО ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ,Specialized,Спеціалізована,,patanatomte@gmail.com,,tel:3.80353E+11,Парахнюк Ірина Василівна,"Україна, 46002, Тернопільська обл., Тернопільський р-н, місто Тернопіль, вул.Клінічна, будинок 1",49.554722,25.611919,UA61,Ternopilska,UA6104,Ternopilskyi,UA6104049,Ternopilska,UA6104049001,Ternopil,21157390,public,0,
NHSU Dataset,a1fbec21-3212-411c-a694-b2115200bc10,ID_44280766,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНИЙ ЦЕНТР КАРДІОМЕД ПЛЮС,Primary,Первинна,,cardiomedplus@gmail.com,,tel:3.80971E+11,Овчарук Марія Валентинівна,"Україна, 21029, Вінницька обл., місто Вінниця(з), Хмельницьке шосе, будинок 122",49.238347,28.408673,UA05,Vinnytska,UA0502,Vinnytskyi,UA0502003,Vinnytska,UA0502003001,Vinnytsia,44280766,public,0,
NHSU Dataset,a20b4347-8cea-4d82-a01d-bc820edb21fe,ID_44701603,КНП ВЕЛИКОВИСКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МАР'ЯНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ НОВОУКРАЇНСЬКОГО РАЙОНУ КІРОВОГРАДСЬКОЇ ОБЛАСТІ,Primary,Первинна,,knp_vvcpmsd@ukr.net,,tel:3.80526E+11,Багаткіна Оксана Петрівна,"Україна, 26241, Кіровоградська обл., Новоукраїнський р-н, село Велика Виска, пров.Шкільний, будинок 9А",48.571505,31.855224,UA35,Kirovohradska,UA3506,Novoukrainskyi,UA3506011,Marianivska,UA3506011001,Velyka Vyska,44701603,public,0,
NHSU Dataset,a22c1880-b25f-4b06-b782-f5ff555d5e9d,ID_37916782,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ТУР'Є-РЕМЕТІВСЬКОЇ СІЛЬСЬКОЇ РАДИ,Primary,Первинна,,cpmsdperechin@gmail.com,,tel:3.8051E+11,Малишко Юрій Юрійович,"Україна, 89221, Закарпатська обл., Ужгородський р-н, село Тур'ї Ремети, вул.Центральна, будинок 16",48.575043,22.323625,UA21,Zakarpatska,UA2110,Uzhhorodskyi,UA2110021,Turie-Remetivska,UA2110021001,Turi Remety,37916782,public,0,
NHSU Dataset,a2418a9a-de36-4d29-986c-399cdb2c348b,ID_45354030,КНП МИКОЛАЇВСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ МИКОЛАЇВСЬКОЇ СЕЛИЩНОЇ РАДИ БЕРЕЗІВСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ,Primary,Первинна,,ambulatoriya2023@gmail.com,,tel:3.80962E+11,Демський Андрій Вікторович,"Україна, 67000, Одеська обл., Березівський р-н, селище Миколаївка, вул.Петра Сагайдачного, будинок 50В",47.543392,30.754658,UA51,Odeska,UA5102,Berezivskyi,UA5102015,Mykolaivska,UA5102015001,Mykolaivka,45354030,public,0,
NHSU Dataset,a248adc4-b942-4d71-9d70-c3c6e456f055,ID_01982608,КНП МУРОВАНОКУРИЛОВЕЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ,Specialized,Спеціалізована,,bagriy1976@ukr.net,,tel:3.80675E+11,Багрій Петро Васильович,"Україна, 23400, Вінницька обл., Могилів-Подільський р-н, селище Муровані Курилівці, вул.Незалежності, будинок 87",48.43692,27.812327,UA05,Vinnytska,UA0508,Mohyliv-Podilskyi,UA0508005,Mohyliv-Podilska,UA0508005001,Mohyliv-Podilskyi,1982608,public,0,
NHSU Dataset,a26bcc37-c9fa-4777-a661-14bcb082322d,ID_38407455,КНП РОЗДІЛЬНЯНСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ РОЗДІЛЬНЯНСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,cpmsd.rozdilna@gmail.com,,tel:3.80676E+11,Муравська Тетяна Миколаївна,"Україна, 67400, Одеська обл., Роздільнянський р-н, місто Роздільна, вул.Привокзальна, будинок 17",46.852471,30.071954,UA51,Odeska,UA5114,Rozdilnianskyi,UA5114013,Rozdilnianska,UA5114013001,Rozdilna,38407455,public,0,
NHSU Dataset,a27277f9-f89c-41c6-ab2d-d3257575551b,ID_41388815,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МАЯ СЕРВІС,Primary,Первинна,,mayaservismed@gmail.com,,tel:3.80981E+11,Мельничук Надія Ярославівна,"Україна, 81457, Львівська обл., Самбірський р-н, село Рудня, ВУЛИЦЯ ВОЛОДИМИРА ВЕЛИКОГО, будинок 3Д",49.835556,23.876245,UA46,Lvivska,UA4606,Lvivskyi,UA4606025,Lvivska,UA4606025005,Rudne,41388815,public,0,
NHSU Dataset,a2872ccf-ea8b-4831-be64-bbd118d49f11,ID_02005266,КНП ЧОРНОБАЇВСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ ЧОРНОБАЇВСЬКОЇ СЕЛИЩНОЇ РАДИ,Specialized,Спеціалізована,,bpl_chor@ukr.net,,tel:3.80474E+11,Козлова Тетяна Іванівна,"Україна, 19901, Черкаська обл., Золотоніський р-н, селище Чорнобай, вул.Центральна, будинок 221",49.660465,32.344881,UA71,Cherkaska,UA7104,Zolotoniskyi,UA7104019,Chornobaivska,UA7104019001,Chornobai,2005266,public,0,
NHSU Dataset,a2947609-b9b4-49ea-81c6-f4dcef585bf7,ID_01991406,КНП ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ,Specialized,Спеціалізована,,zhokl.vtorunka+1@gmail.com,,tel:3.808E+11,Веселовський Олександр Борисович,"Україна, 10002, Житомирська обл., місто Житомир, ВУЛИЦЯ ЧЕРВОНОГО ХРЕСТА, будинок 3",50.247541,28.672887,UA18,Zhytomyrska,UA1804,Zhytomyrskyi,UA1804019,Zhytomyrska,UA1804019001,Zhytomyr,1991406,public,0,
NHSU Dataset,a294e731-d641-4898-ab28-b0bf1a76ed20,ID_41176146,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ КИПЛАЙФ,Specialized,Спеціалізована,,zp.medicum@gmail.com,,tel:3.80959E+11,Кічангіна Тетяна Михайлівна,"Україна, 51925, Дніпропетровська обл., місто Кам’янське, ВУЛИЦЯ СОБОРНА, будинок 14",48.525876,34.614146,UA12,Dnipropetrovska,UA1204,Kamianskyi,UA1204015,Kamianska,UA1204015001,Kamianske,41176146,public,0,
NHSU Dataset,a2b83279-f5d2-4a9a-8a19-6f3d1bd59e8b,ID_40241769,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПРЕОБРАЖЕНСЬКОЇ СІЛЬСЬКОЇ РАДИ ПОЛОГІВСЬКОГО РАЙОНУ ЗАПОРІЗЬКОЇ ОБЛАСТІ,Primary,Первинна,,pr.azpsm@ukr.net,,"tel:+380660664996, +380614141432",Козир Вікторія Олександрівна,"Україна, 70545, Запорізька обл., Пологівський р-н, село Преображенка, вул.Преображенська, будинок 6а",47.580029,35.803088,UA23,Zaporizka,UA2310,Polohivskyi,UA2310021,Preobrazhenska,UA2310021001,Preobrazhenka,40241769,public,0,
NHSU Dataset,a302fbc5-692a-4beb-a181-ac1f6838e056,ID_01529205,КНП УЗИНСЬКА МІСЬКА ЛІКАРНЯ УЗИНСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,uzin_likarnya@ukr.net,,tel:3.80634E+11,Гогуля Яна Миколаївна,"Україна, 09161, Київська обл., Білоцерківський р-н, місто Узин, ВУЛИЦЯ ІВАНА БОГУНА, будинок 57-А",49.824788,30.405337,UA32,Kyivska,UA3202,Bilotserkivskyi,UA3202023,Uzynska,UA3202023001,Uzyn,1529205,public,0,
NHSU Dataset,a316d40f-6e62-405e-b03a-e454226c8242,ID_01998650,КНП БЕРЕЗІВСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ БЕРЕЗІВСЬКОЇ МІСЬКОЇ РАДИ ОДЕСЬКОЇ ОБЛАСТІ,Specialized,Спеціалізована,,kzberzrb@gmail.com,,tel:3.80486E+11,Бзнуні Геворг Робертович,"Україна, 67300, Одеська обл., Березівський р-н, місто Березівка, вул.Лікарняна, будинок 6",47.220741,30.799785,UA51,Odeska,UA5102,Berezivskyi,UA5102021,Raukhivska,UA5102021004,Zavodivka,1998650,public,0,
NHSU Dataset,a3282ece-42cb-413a-967c-2171d36f0f70,ID_44815890,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ЗДОРОВА НАЦІЯ ПЛЮС,Primary,Первинна,,zdorovanaciia@gmail.com,,tel:3.80966E+11,Косенко Олександр Олександрович,"Україна, 52005, Дніпропетровська обл., Дніпровський р-н, селище міського типу Слобожанське(з), вул.Спортивна, будинок 1, квартира 51",48.53722,35.07816,UA12,Dnipropetrovska,UA1202,Dniprovskyi,UA1202025,Slobozhanska,UA1202025001,Slobozhanske,44815890,public,0,
NHSU Dataset,a334f0ea-5b6e-4c23-bf7d-be1f2069e2aa,ID_01997633,КНП БУСЬКОЇ МІСЬКОЇ РАДИ БУСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ,Primary,Первинна,,buskcrl@ukr.net,,tel:3.80688E+11,Колачинський Микола Іванович,"Україна, 80500, Львівська обл., Золочівський р-н, місто Буськ, вул.Львівська, будинок 77",49.805999,24.866526,UA46,Lvivska,UA4604,Zolochivskyi,UA4604003,Buska,UA4604003001,Busk,1997633,public,0,
NHSU Dataset,a34face3-5b78-4807-a617-baa4bd24f722,ID_38817151,КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ ГАЙВОРОНСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,kz.gayv.crl@gmail.com,,tel:3.80525E+11,Скрипник Олександр Анатолійович,"Україна, 26300, Кіровоградська обл., Голованівський р-н, місто Гайворон, вул.Київська, будинок 7",48.350163,29.841882,UA35,Kirovohradska,UA3502,Holovanivskyi,UA3502005,Haivoronska,UA3502005001,Haivoron,38817151,public,0,
NHSU Dataset,a3508530-022b-4e3f-87ee-eacf82a1cf54,ID_00440221,КНП МІСЬКА ЛІКАРНЯ №8 ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,gb8.sekr@ukr.net,,tel:3.80617E+11,Севальнєва Надія Олександрівна,"Україна, 69014, Запорізька обл., місто Запоріжжя, ВУЛИЦЯ ХАРЧОВА, будинок 2",47.826972,35.220731,UA23,Zaporizka,UA2306,Zaporizkyi,UA2306007,Zaporizka,UA2306007001,Zaporizhzhia,440221,public,0,
NHSU Dataset,a358bc5e-f131-4ff4-ae3a-62b48bb5535e,ID_44094407,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЗ ЧЕРНІГІВСЬКА,Primary,Первинна,,robeiov22@gmail.com,,tel:3.80801E+11,Робейко Олег Вікторович,"Україна, 01054, місто Київ, вул.Гончара Олеся, будинок 65",50.448396,30.498069,UA80,Kyiv,UA8000,Kyiv,UA8000000,Kyiv,UA8000000000,Kyiv,44094407,public,0,
NHSU Dataset,a37a7518-c54f-4f1d-b142-27bfa7bed40f,ID_01988887,КП ПЕТРОПАВЛІВСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ ПЕТРОПАВЛІВСЬКОЇ СЕЛИЩНОЇ РАДИ,Specialized,Спеціалізована,,vorchun84@ukr.net,,tel:3.80997E+11,Боровий Дмитро Олександрович,"Україна, 52700, Дніпропетровська обл., Синельниківський р-н, селище міського типу Петропавлівка(з), вул.Миру, будинок 102",48.45722,36.43473,UA12,Dnipropetrovska,UA1214,Synelnykivskyi,UA1214023,Petropavlivska,UA1214023001,Petropavlivka,1988887,public,0,
